Revenue,EBITDA,Profit Margin,returnOnEquity,Book Value per Share,Operating Cash Flow,Dividend Yield,R&D Expenses,PRICE VAR [%],Class,Sector
2029157894.7368,145368421.0526,0.02,0.0191,11.2232,296947368.4211,0.0,0.0,70.80808584841664,1,Consumer Defensive
806247000.0,266183000.0,0.124,0.1342,14.11,176310000.0,0.0,0.0,-15.842335679043217,0,Consumer Defensive
3593031000.0,292885000.0,0.036,0.1567,5.376,239898000.0,0.0,0.0,24.93586797037063,1,Consumer Defensive
2994000000.0,531600000.0,0.095,0.2037,9.589,382300000.0,0.0,7000000.0,53.22811901209426,1,Consumer Defensive
3926885000.0,425311000.0,0.042,0.1353,5.803,356562000.0,0.0314,0.0,0.4243857267248079,1,Consumer Defensive
727586000.0,144100000.0,0.136,0.0676,9.499500000000001,115832000.0,0.0,0.0,13.923080150897686,1,Consumer Defensive
869235000.0,317347000.0,0.013,0.0165,5.783,255401000.0,0.0,0.0,-5.570773217375826,0,Consumer Defensive
318263000.0,57264000.0,0.095,0.2132,8.79,19721000.0,0.0024,0.0,58.20070092933104,1,Consumer Defensive
1623200000.0,137500000.0,-0.048,-0.0896,6.77,269800000.0,0.0211,0.0,49.188457047245045,1,Consumer Defensive
2392864000.0,190584000.0,0.02,0.0285,16.139,217893000.0,0.0,0.0,7.425241695782818,1,Consumer Defensive
1192866000.0,65823000.0,0.003,0.0156,7.475,38914000.0,0.0,0.0,30.990418528362884,1,Consumer Defensive
142541000.0,10618000.0,-0.042,-0.0924,2.262,16375000.0,0.0,0.0,5.541560502668848,1,Consumer Defensive
129706613.0,7490368.0,-0.024,-0.0293,3.201,12799863.0,0.0,0.0,85.78432467936206,1,Consumer Defensive
102374802.0158,23329013.6789,0.0109,0.1324,1.1726,34698344.1325,0.0,0.0,-10.957258167493912,0,Consumer Defensive
762370000.0,82203000.0,0.047,0.0638,10.438,45848000.0,0.0,0.0,87.17046949737309,1,Consumer Defensive
521072000.0,74838000.0,0.064,0.09,11.92,54564000.0,0.0187,0.0,33.485829910996856,1,Consumer Defensive
873344000.0,283135000.0,0.17,0.192,16.789,237761000.0,0.0,0.0,53.35730925190835,1,Consumer Defensive
2329947102.6948,284926103.3973,0.0001,0.13,8.7152,283997710.2545,0.0,0.0,46.24311771770147,1,Consumer Defensive
405975000.0,63303500.0,0.038,0.0676,9.499500000000001,23479000.0,0.0,0.0,43.02908572670985,1,Consumer Defensive
4011500000.0,319500000.0,0.0559999999999999,0.1256,34.787,344600000.0,0.0091,0.0,-21.2008958928427,0,Consumer Defensive
2207797000.0,285236000.0,0.065,0.2155,11.984000000000002,275263000.0,0.0291,0.0,43.57168645460434,1,Consumer Defensive
2905176000.0,177257000.0,0.031,0.139,21.32,142141000.0,0.0084,0.0,3.5872559958255694,1,Consumer Defensive
1829000000.0,152000000.0,0.024603608529251,0.0676,9.499500000000001,87000000.0,0.0,0.0,20.86537872545832,1,Consumer Defensive
796210000.0,97158000.0,0.013,0.0694,6.632000000000001,83904000.0,0.0236,0.0,-59.412295370279296,0,Consumer Defensive
229567000.0,39247000.0,0.023,0.0377,11.174,2120000.0,0.0,0.0,-22.909471132568964,0,Consumer Defensive
1392575000.0,159719000.0,0.073,0.1088,32.895,186545000.0,0.0,0.0,12.361514255534804,1,Consumer Defensive
935679000.0,69459000.0,0.0409999999999999,0.1768,12.398,61968000.0,0.0135,0.0,39.29594195253279,1,Consumer Defensive
956396000.0,21054000.0,0.004,0.0163,5.2,8413000.0,0.0,0.0,-49.07407497345827,0,Consumer Defensive
227444780.4176,36621167.7708,0.0234,0.1335,9.499500000000001,75454283.6573,0.0,9444780.4176,2.136397045394644,1,Consumer Defensive
1080075000.0,75939000.0,-0.003,-0.002,25.212,231483000.0,0.0202,0.0,34.13077743346806,1,Consumer Defensive
