Revenue,EBITDA,Profit Margin,returnOnEquity,Book Value per Share,Operating Cash Flow,Dividend Yield,R&D Expenses,PRICE VAR [%],Class,Sector
2636746000.0,103792000.0,-0.004,-0.0291,0.6729999999999999,190855000.0,0.0,0.0,-26.687113132029552,0,Technology
5361960000.0,853769000.0,0.073,-0.2587,-8.191,523610000.0,0.0,0.0,-42.58339201577644,0,Consumer Cyclical
1798500000.0,412100000.0,-0.158,-0.0713,4.204,404200000.0,0.0085,13000000.0,66.14338481613517,1,Basic Materials
581644000.0,479440000.0,0.284,0.1745,4.448,427656000.0,0.0,29000.0,-9.19786711512817,0,Energy
1589000000.0,84532000.0,0.044,0.07485,9.939,303107000.0,0.0,0.0,100.55249885071704,1,Basic Materials
950528000.0,136138000.0,0.033,0.0538,9.766,106018000.0,0.0,0.0,-71.09826693879377,0,Consumer Cyclical
1105775000.0,599425000.0,0.294,0.2764,5.053999999999999,537804000.0,0.0,0.0,-23.26203534115563,0,Energy
3326997000.0,600488000.0,-0.0969999999999999,-0.0917,16.033,730670000.0,0.0135,0.0,0.5475846904230076,1,Energy
5344066000.0,1010912000.0,0.078,0.0768,30.85,881977000.0,0.0096,0.0,39.72320197805502,1,Industrials
4547002000.0,370495000.0,0.037,0.0816,23.783,221512000.0,0.0047,0.0,74.3943392003311,1,Consumer Cyclical
891045000.0,612159000.0,0.2239999999999999,0.0645,11.222,670011000.0,0.0,9968000.0,-59.11504595064408,0,Energy
1473625000.0,696068000.0,0.2189999999999999,0.2826,2.64,529685000.0,0.0,0.0,-28.06122759291148,0,Energy
1715016000.0,318947000.0,0.1159999999999999,0.1224,3.087,685293000.0,0.0022,0.0,85.45594916281044,1,Consumer Defensive
1721005000.0,388558000.0,0.102,0.1846,4.425,389009000.0,0.0476,0.0,-48.58533689588775,0,Energy
4390116000.0,461644000.0,0.006,0.0085,27.619,303448000.0,0.0,0.0,51.06680235633382,1,Healthcare
2282379000.0,241480000.0,0.044,0.1539,5.237,166873000.0,0.0354,0.0,-29.20026859091845,0,Consumer Cyclical
374401000.0,92715000.0,0.061,0.0446,8.183,109972000.0,0.0,13728000.0,8.960001627604166,1,Consumer Cyclical
1147000000.0,561000000.0,0.318,0.0809,14.209,611000000.0,0.0488,0.0,33.40631975526089,1,Financial Services
644182000.0,329292000.0,0.062,0.0134,25.065,188193000.0,0.0287,0.0,18.66610924851136,1,Real Estate
1749000000.0,249892000.0,0.072,0.1208,6.314,157117000.0,0.0072,0.0,48.18288511500536,1,Consumer Cyclical
3975454000.0,563496000.0,0.031,0.1439,9.367,471158000.0,0.0,0.0,22.447364300289337,1,Technology
3986300000.0,-590400000.0,-0.254,-0.1974,22.831,499800000.0,0.0094,0.0,50.39481006263575,1,Healthcare
4643723000.0,341235000.0,0.03,0.0927,12.763,-433924000.0,0.0222,0.0,39.33497139942836,1,Basic Materials
498264000.0,84532000.0,0.044,0.07485,9.939,65898000.0,0.0,0.0,35.22457104619105,1,Financial Services
1180022000.0,323043000.0,0.348,0.0441,4.632,179968000.0,0.0,0.0,-54.87804780539693,0,Basic Materials
0.0,208284000.0,0.273,0.018,1.633,450867000.0,0.0,0.0,38.5793424897492,1,Basic Materials
1065942000.0,771543000.0,0.353,0.4123,11.470999999999998,653555000.0,0.0,0.0,-31.97220010423304,0,Energy
1893200000.0,46100000.0,-0.035,-0.0869,8.698,-69100000.0,0.0,0.0,-0.3973537622577146,0,Basic Materials
2649181000.0,568233000.0,0.098,0.162,11.743,489337000.0,0.0,0.0,87.81516095239338,1,Consumer Cyclical
5193185000.0,148482000.0,-0.009,-0.023,4.524,628230000.0,0.0,0.0,21.280185452980326,1,Consumer Cyclical
0.0,-1000000.0,0.044,0.07485,9.939,65898000.0,0.0,0.0,58.07559343488654,1,Energy
2547677424.0232,892424891.4616,0.036,0.1281,6.5865,637344573.0825,0.0018,0.0,47.26756319481699,1,Industrials
498264000.0,84532000.0,0.044,0.07485,9.939,65898000.0,0.0,0.0,10.652529018599044,1,Financial Services
1084132000.0,468731000.0,0.1939999999999999,0.1776,13.476,323316000.0,0.0,0.0,44.37710426466446,1,Consumer Cyclical
625904000.0,101585000.0,-0.077,-0.0568,4.281000000000001,17418000.0,0.0,25397000.0,67.98336839556983,1,Basic Materials
711000000.0,101000000.0,-0.023,0.0146,4.12,897000000.0,0.0,0.0,56.88969545666398,1,Financial Services
4046600000.0,490800000.0,0.055,0.1179,15.003,392800000.0,0.0,0.0,-7.561523513255903,0,Industrials
544345000.0,389205000.0,0.25,0.0758,10.076,227349000.0,0.0559,0.0,32.66453109175481,1,Real Estate
1577298000.0,-10544000.0,-0.127,-0.1922,13.666,310706000.0,0.0246,0.0,-43.79607278442096,0,Basic Materials
1677837000.0,104686000.0,0.033,0.1792,5.657,57460000.0,0.0464,0.0,7.282711370495725,1,Energy
5465683000.0,309822000.0,0.037,0.1375,15.809,178895000.0,0.0447,0.0,7.390843155334582,1,Healthcare
3488900000.0,265700000.0,-0.01,-0.2167,3.02,364100000.0,0.0093,0.0,41.76920452347621,1,Industrials
415485000.0,186947000.0,0.297,0.0626,36.501,298688000.0,0.0,0.0,27.95849098443689,1,Financial Services
5393000000.0,177000000.0,-0.077,-0.1291,15.249,283000000.0,0.0,11000000.0,-42.32558316962663,0,Industrials
1160301000.0,277155000.0,0.158,0.2078,10.979,357015000.0,0.0553,0.0,-1.7456750397108958,0,Financial Services
1114000000.0,474900000.0,0.151,0.0943,12.104,435500000.0,0.0,0.0,43.41638049366053,1,Technology
3866956000.0,965384000.0,0.087,0.349,3.514,724797000.0,0.0259,0.0,7.760134195681396,1,Technology
3795549000.0,456646000.0,0.054,0.1638,7.007000000000001,394426000.0,0.0292,0.0,-22.57868832593144,0,Consumer Cyclical
229525000.0,68141000.0,0.206,0.1368,5.742000000000001,81702000.0,0.0,27385000.0,25.308744594823786,1,Technology
4382869000.0,1105477000.0,0.118,0.0991,39.299,832777000.0,0.0113,0.0,48.95883829984921,1,Basic Materials
2497471264.3678,326206896.5517,0.0908,0.0831,14.3241,369310344.8276,0.0,0.0,30.742256231712407,1,Consumer Defensive
1226505000.0,65255000.0,0.037,0.1425,4.149,72178000.0,0.0,0.0,47.38655986390668,1,Consumer Cyclical
4145900000.0,940000000.0,0.1369999999999999,0.2317,9.995,763600000.0,0.0132,0.0,10.601174079288617,1,Consumer Defensive
530606000.0,338149000.0,0.159,0.0566,16.448,167073000.0,0.0408,0.0,24.29592503817973,1,Real Estate
2828000000.0,651300000.0,0.14,0.2321,11.888,510500000.0,0.0234,0.0,42.89440532319294,1,Basic Materials
1041179000.0,246779000.0,0.326,0.2881,22.196,210110000.0,0.0,0.0,31.87887075020229,1,Consumer Defensive
5114500000.0,722300000.0,-0.013,-0.0088,16.132,540100000.0,0.0308,0.0,14.296737524141722,1,Utilities
1936105000.0,775731000.0,0.278,0.1214,13.842,234305000.0,0.0365,0.0,28.42833798767609,1,Financial Services
